account_id,industry,plan_tier,mrr_amount,churn_date,is_churned
A-34d880,Cybersecurity,Enterprise,995,2024-12-20,1
A-34d880,Cybersecurity,Enterprise,796,2024-12-20,1
A-34d880,Cybersecurity,Enterprise,0,2024-12-20,1
A-34d880,Cybersecurity,Enterprise,686,2024-12-20,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,4067,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,4067,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,152,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,152,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,392,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,392,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,779,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,779,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,3184,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,3184,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,0,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,551,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,551,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,1127,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,1127,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,4179,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,4179,2024-10-19,1
A-34ea2f,HealthTech,Enterprise,152,2024-10-05,1
A-34ea2f,HealthTech,Enterprise,152,2024-10-19,1
A-35083d,HealthTech,Basic,9751,,0
A-35083d,HealthTech,Basic,931,,0
A-35083d,HealthTech,Basic,646,,0
A-35083d,HealthTech,Basic,931,,0
A-35083d,HealthTech,Basic,361,,0
A-35083d,HealthTech,Basic,475,,0
A-35083d,HealthTech,Basic,3781,,0
A-35083d,HealthTech,Basic,0,,0
A-35083d,HealthTech,Basic,2058,,0
A-35083d,HealthTech,Basic,0,,0
A-35083d,HealthTech,Basic,1225,,0
A-35083d,HealthTech,Basic,931,,0
A-35083d,HealthTech,Basic,3781,,0
A-35083d,HealthTech,Basic,0,,0
A-35083d,HealthTech,Basic,3781,,0
A-35083d,HealthTech,Basic,3781,,0
A-354f12,FinTech,Pro,199,2024-09-19,1
A-354f12,FinTech,Pro,133,2024-09-19,1
A-354f12,FinTech,Pro,6766,2024-09-19,1
A-354f12,FinTech,Pro,1791,2024-09-19,1
A-378b99,EdTech,Pro,1292,2024-10-12,1
A-378b99,EdTech,Pro,931,2024-10-12,1
A-378b99,EdTech,Pro,3184,2024-10-12,1
A-378b99,EdTech,Pro,392,2024-10-12,1
A-378b99,EdTech,Pro,441,2024-10-12,1
A-378b99,EdTech,Pro,1121,2024-10-12,1
A-378b99,EdTech,Pro,588,2024-10-12,1
A-378b99,EdTech,Pro,0,2024-10-12,1
A-378b99,EdTech,Pro,784,2024-10-12,1
A-378b99,EdTech,Pro,1791,2024-10-12,1
A-378b99,EdTech,Pro,1592,2024-10-12,1
A-378b99,EdTech,Pro,0,2024-10-12,1
A-3793ee,Cybersecurity,Enterprise,9751,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,2401,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,2401,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,0,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,2401,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,9751,2023-06-16,1
A-3793ee,Cybersecurity,Enterprise,0,2023-06-16,1
A-37f969,HealthTech,Enterprise,1470,2024-06-25,1
A-37f969,HealthTech,Enterprise,1470,2024-12-12,1
A-37f969,HealthTech,Enterprise,1470,2024-02-12,1
A-37f969,HealthTech,Enterprise,1470,2024-11-03,1
A-37f969,HealthTech,Enterprise,1470,2024-06-25,1
A-37f969,HealthTech,Enterprise,1470,2024-12-12,1
A-37f969,HealthTech,Enterprise,1470,2024-02-12,1
A-37f969,HealthTech,Enterprise,1470,2024-11-03,1
A-37f969,HealthTech,Enterprise,570,2024-06-25,1
A-37f969,HealthTech,Enterprise,570,2024-12-12,1
A-37f969,HealthTech,Enterprise,570,2024-02-12,1
A-37f969,HealthTech,Enterprise,570,2024-11-03,1
A-37f969,HealthTech,Enterprise,5970,2024-06-25,1
A-37f969,HealthTech,Enterprise,5970,2024-12-12,1
A-37f969,HealthTech,Enterprise,5970,2024-02-12,1
A-37f969,HealthTech,Enterprise,5970,2024-11-03,1
A-37f969,HealthTech,Enterprise,570,2024-06-25,1
A-37f969,HealthTech,Enterprise,570,2024-12-12,1
A-37f969,HealthTech,Enterprise,570,2024-02-12,1
A-37f969,HealthTech,Enterprise,570,2024-11-03,1
A-37f969,HealthTech,Enterprise,5970,2024-06-25,1
A-37f969,HealthTech,Enterprise,5970,2024-12-12,1
A-37f969,HealthTech,Enterprise,5970,2024-02-12,1
A-37f969,HealthTech,Enterprise,5970,2024-11-03,1
A-37f969,HealthTech,Enterprise,969,2024-06-25,1
A-37f969,HealthTech,Enterprise,969,2024-12-12,1
A-37f969,HealthTech,Enterprise,969,2024-02-12,1
A-37f969,HealthTech,Enterprise,969,2024-11-03,1
A-37f969,HealthTech,Enterprise,5970,2024-06-25,1
A-37f969,HealthTech,Enterprise,5970,2024-12-12,1
A-37f969,HealthTech,Enterprise,5970,2024-02-12,1
A-37f969,HealthTech,Enterprise,5970,2024-11-03,1
A-3932db,HealthTech,Pro,1764,,0
A-3932db,HealthTech,Pro,3781,,0
A-3932db,HealthTech,Pro,361,,0
A-3932db,HealthTech,Pro,6965,,0
A-3932db,HealthTech,Pro,437,,0
A-3932db,HealthTech,Pro,779,,0
A-3932db,HealthTech,Pro,0,,0
A-3932db,HealthTech,Pro,0,,0
A-3932db,HealthTech,Pro,0,,0
A-396e5f,Cybersecurity,Enterprise,1813,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,1666,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,490,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,2597,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,342,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,343,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,398,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,1194,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,0,2024-11-30,1
A-396e5f,Cybersecurity,Enterprise,1393,2024-11-30,1
A-39868b,FinTech,Pro,1791,2024-05-24,1
A-39868b,FinTech,Pro,1791,2024-05-06,1
A-39868b,FinTech,Pro,1791,2024-05-24,1
A-39868b,FinTech,Pro,1791,2024-05-06,1
A-39868b,FinTech,Pro,0,2024-05-24,1
A-39868b,FinTech,Pro,0,2024-05-06,1
A-39868b,FinTech,Pro,171,2024-05-24,1
A-39868b,FinTech,Pro,171,2024-05-06,1
A-39868b,FinTech,Pro,441,2024-05-24,1
A-39868b,FinTech,Pro,441,2024-05-06,1
A-39b19f,FinTech,Enterprise,1176,2023-03-11,1
A-39b19f,FinTech,Enterprise,0,2023-03-11,1
A-39b19f,FinTech,Enterprise,2695,2023-03-11,1
A-39b19f,FinTech,Enterprise,784,2023-03-11,1
A-39b19f,FinTech,Enterprise,1764,2023-03-11,1
A-39b19f,FinTech,Enterprise,0,2023-03-11,1
A-39b19f,FinTech,Enterprise,2646,2023-03-11,1
A-39b19f,FinTech,Enterprise,980,2023-03-11,1
A-39b19f,FinTech,Enterprise,247,2023-03-11,1
A-39b19f,FinTech,Enterprise,2786,2023-03-11,1
A-39b19f,FinTech,Enterprise,8159,2023-03-11,1
A-39ddf4,EdTech,Enterprise,7960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,7960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,1960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,1960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,2156,2024-12-13,1
A-39ddf4,EdTech,Enterprise,7960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,1960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,1960,2024-12-13,1
A-39ddf4,EdTech,Enterprise,1960,2024-12-13,1
A-3a5ad8,HealthTech,Enterprise,0,,0
A-3a5ad8,HealthTech,Enterprise,0,,0
A-3a5ad8,HealthTech,Enterprise,1805,,0
A-3a5ad8,HealthTech,Enterprise,0,,0
A-3a5ad8,HealthTech,Enterprise,2189,,0
A-3a5ad8,HealthTech,Enterprise,1791,,0
A-3a5ad8,HealthTech,Enterprise,171,,0
A-3a5ad8,HealthTech,Enterprise,6169,,0
A-3a5ad8,HealthTech,Enterprise,1764,,0
A-3a5ad8,HealthTech,Enterprise,13930,,0
A-3a5ad8,HealthTech,Enterprise,441,,0
A-3a5ad8,HealthTech,Enterprise,441,,0
A-3a5ad8,HealthTech,Enterprise,0,,0
A-3a7284,FinTech,Enterprise,0,2024-12-26,1
A-3a7284,FinTech,Enterprise,6169,2024-12-26,1
A-3a7284,FinTech,Enterprise,1519,2024-12-26,1
A-3a7284,FinTech,Enterprise,589,2024-12-26,1
A-3a7284,FinTech,Enterprise,6567,2024-12-26,1
A-3a7284,FinTech,Enterprise,1519,2024-12-26,1
A-3a7284,FinTech,Enterprise,1617,2024-12-26,1
A-3a7284,FinTech,Enterprise,1519,2024-12-26,1
A-3a7284,FinTech,Enterprise,703,2024-12-26,1
A-3a7284,FinTech,Enterprise,1387,2024-12-26,1
A-3a7284,FinTech,Enterprise,7761,2024-12-26,1
A-3a7284,FinTech,Enterprise,6169,2024-12-26,1
A-3b37d9,FinTech,Enterprise,1127,2024-10-13,1
A-3b37d9,FinTech,Enterprise,1127,2023-12-26,1
A-3b37d9,FinTech,Enterprise,0,2024-10-13,1
A-3b37d9,FinTech,Enterprise,0,2023-12-26,1
A-3b37d9,FinTech,Enterprise,4577,2024-10-13,1
A-3b37d9,FinTech,Enterprise,4577,2023-12-26,1
A-3b37d9,FinTech,Enterprise,4577,2024-10-13,1
A-3b37d9,FinTech,Enterprise,4577,2023-12-26,1
A-3b37d9,FinTech,Enterprise,4577,2024-10-13,1
A-3b37d9,FinTech,Enterprise,4577,2023-12-26,1
A-3b37d9,FinTech,Enterprise,4577,2024-10-13,1
A-3b37d9,FinTech,Enterprise,4577,2023-12-26,1
A-3b37d9,FinTech,Enterprise,0,2024-10-13,1
A-3b37d9,FinTech,Enterprise,0,2023-12-26,1
A-3b5cd1,FinTech,Basic,1519,2024-08-30,1
A-3b5cd1,FinTech,Basic,1519,2024-07-24,1
A-3b5cd1,FinTech,Basic,1519,2024-01-21,1
A-3b5cd1,FinTech,Basic,4179,2024-08-30,1
A-3b5cd1,FinTech,Basic,4179,2024-07-24,1
A-3b5cd1,FinTech,Basic,4179,2024-01-21,1
A-3b5cd1,FinTech,Basic,0,2024-08-30,1
A-3b5cd1,FinTech,Basic,0,2024-07-24,1
A-3b5cd1,FinTech,Basic,0,2024-01-21,1
A-3b5cd1,FinTech,Basic,2587,2024-08-30,1
A-3b5cd1,FinTech,Basic,2587,2024-07-24,1
A-3b5cd1,FinTech,Basic,2587,2024-01-21,1
A-3b5cd1,FinTech,Basic,637,2024-08-30,1
A-3b5cd1,FinTech,Basic,637,2024-07-24,1
A-3b5cd1,FinTech,Basic,637,2024-01-21,1
A-3b5cd1,FinTech,Basic,2587,2024-08-30,1
A-3b5cd1,FinTech,Basic,2587,2024-07-24,1
A-3b5cd1,FinTech,Basic,2587,2024-01-21,1
A-3b5cd1,FinTech,Basic,304,2024-08-30,1
A-3b5cd1,FinTech,Basic,304,2024-07-24,1
A-3b5cd1,FinTech,Basic,304,2024-01-21,1
A-3b5cd1,FinTech,Basic,3582,2024-08-30,1
A-3b5cd1,FinTech,Basic,3582,2024-07-24,1
A-3b5cd1,FinTech,Basic,3582,2024-01-21,1
A-3b5cd1,FinTech,Basic,6368,2024-08-30,1
A-3b5cd1,FinTech,Basic,6368,2024-07-24,1
A-3b5cd1,FinTech,Basic,6368,2024-01-21,1
A-3b5cd1,FinTech,Basic,1029,2024-08-30,1
A-3b5cd1,FinTech,Basic,1029,2024-07-24,1
A-3b5cd1,FinTech,Basic,1029,2024-01-21,1
A-3b5cd1,FinTech,Basic,637,2024-08-30,1
A-3b5cd1,FinTech,Basic,637,2024-07-24,1
A-3b5cd1,FinTech,Basic,637,2024-01-21,1
A-3b5cd1,FinTech,Basic,0,2024-08-30,1
A-3b5cd1,FinTech,Basic,0,2024-07-24,1
A-3b5cd1,FinTech,Basic,0,2024-01-21,1
A-3b5cd1,FinTech,Basic,247,2024-08-30,1
A-3b5cd1,FinTech,Basic,247,2024-07-24,1
A-3b5cd1,FinTech,Basic,247,2024-01-21,1
A-3be56b,HealthTech,Pro,5970,2024-06-20,1
A-3be56b,HealthTech,Pro,5970,2024-01-10,1
A-3be56b,HealthTech,Pro,833,2024-06-20,1
A-3be56b,HealthTech,Pro,833,2024-01-10,1
A-3be56b,HealthTech,Pro,3038,2024-06-20,1
A-3be56b,HealthTech,Pro,3038,2024-01-10,1
A-3be56b,HealthTech,Pro,133,2024-06-20,1
A-3be56b,HealthTech,Pro,133,2024-01-10,1
A-3be56b,HealthTech,Pro,686,2024-06-20,1
A-3be56b,HealthTech,Pro,686,2024-01-10,1
A-3be56b,HealthTech,Pro,380,2024-06-20,1
A-3be56b,HealthTech,Pro,380,2024-01-10,1
A-3be56b,HealthTech,Pro,703,2024-06-20,1
A-3be56b,HealthTech,Pro,703,2024-01-10,1
A-3be56b,HealthTech,Pro,0,2024-06-20,1
A-3be56b,HealthTech,Pro,0,2024-01-10,1
A-3be56b,HealthTech,Pro,0,2024-06-20,1
A-3be56b,HealthTech,Pro,0,2024-01-10,1
A-3be56b,HealthTech,Pro,1715,2024-06-20,1
A-3be56b,HealthTech,Pro,1715,2024-01-10,1
A-3be56b,HealthTech,Pro,3582,2024-06-20,1
A-3be56b,HealthTech,Pro,3582,2024-01-10,1
A-3be56b,HealthTech,Pro,0,2024-06-20,1
A-3be56b,HealthTech,Pro,0,2024-01-10,1
A-3c1a3f,DevTools,Pro,2786,,0
A-3c1a3f,DevTools,Pro,4018,,0
A-3c1a3f,DevTools,Pro,0,,0
A-3c1a3f,DevTools,Pro,5771,,0
A-3c1a3f,DevTools,Pro,76,,0
A-3c1a3f,DevTools,Pro,0,,0
A-3c1a3f,DevTools,Pro,199,,0
A-3c1a3f,DevTools,Pro,398,,0
A-3c1a3f,DevTools,Pro,0,,0
A-3c1a3f,DevTools,Pro,931,,0
A-3c1a3f,DevTools,Pro,597,,0
A-3c1a3f,DevTools,Pro,133,,0
A-3cc791,EdTech,Enterprise,1194,2024-10-09,1
A-3cc791,EdTech,Enterprise,0,2024-10-09,1
A-3cc791,EdTech,Enterprise,1764,2024-10-09,1
A-3cc791,EdTech,Enterprise,4378,2024-10-09,1
A-3cc791,EdTech,Enterprise,294,2024-10-09,1
A-3cc791,EdTech,Enterprise,588,2024-10-09,1
A-3cc791,EdTech,Enterprise,0,2024-10-09,1
A-3cc791,EdTech,Enterprise,304,2024-10-09,1
A-3ce5b8,FinTech,Basic,0,2024-09-18,1
A-3ce5b8,FinTech,Basic,2786,2024-09-18,1
A-3ce5b8,FinTech,Basic,1592,2024-09-18,1
A-3ce5b8,FinTech,Basic,9261,2024-09-18,1
A-3ce5b8,FinTech,Basic,1764,2024-09-18,1
A-3ce5b8,FinTech,Basic,152,2024-09-18,1
A-3ce5b8,FinTech,Basic,392,2024-09-18,1
A-3ce5b8,FinTech,Basic,703,2024-09-18,1
A-3ce5b8,FinTech,Basic,0,2024-09-18,1
A-3d957b,HealthTech,Pro,686,2024-05-05,1
A-3d957b,HealthTech,Pro,2786,2024-05-05,1
A-3d957b,HealthTech,Pro,2786,2024-05-05,1
A-3d957b,HealthTech,Pro,2786,2024-05-05,1
A-3d957b,HealthTech,Pro,1387,2024-05-05,1
A-3d957b,HealthTech,Pro,1421,2024-05-05,1
A-3f9cc0,HealthTech,Basic,0,2024-12-21,1
A-3f9cc0,HealthTech,Basic,0,2024-08-09,1
A-3f9cc0,HealthTech,Basic,0,2024-07-18,1
A-3f9cc0,HealthTech,Basic,418,2024-12-21,1
A-3f9cc0,HealthTech,Basic,418,2024-08-09,1
A-3f9cc0,HealthTech,Basic,418,2024-07-18,1
A-3f9cc0,HealthTech,Basic,4378,2024-12-21,1
A-3f9cc0,HealthTech,Basic,4378,2024-08-09,1
A-3f9cc0,HealthTech,Basic,4378,2024-07-18,1
A-3f9cc0,HealthTech,Basic,418,2024-12-21,1
A-3f9cc0,HealthTech,Basic,418,2024-08-09,1
A-3f9cc0,HealthTech,Basic,418,2024-07-18,1
A-3f9cc0,HealthTech,Basic,4378,2024-12-21,1
A-3f9cc0,HealthTech,Basic,4378,2024-08-09,1
A-3f9cc0,HealthTech,Basic,4378,2024-07-18,1
A-3f9cc0,HealthTech,Basic,4378,2024-12-21,1
A-3f9cc0,HealthTech,Basic,4378,2024-08-09,1
A-3f9cc0,HealthTech,Basic,4378,2024-07-18,1
A-3f9cc0,HealthTech,Basic,5970,2024-12-21,1
A-3f9cc0,HealthTech,Basic,5970,2024-08-09,1
A-3f9cc0,HealthTech,Basic,5970,2024-07-18,1
A-40906c,EdTech,Basic,0,,0
A-40906c,EdTech,Basic,1748,,0
A-40906c,EdTech,Basic,18308,,0
A-40906c,EdTech,Basic,0,,0
A-40906c,EdTech,Basic,4508,,0
A-40906c,EdTech,Basic,4508,,0
A-40906c,EdTech,Basic,4508,,0
A-40906c,EdTech,Basic,4508,,0
A-40906c,EdTech,Basic,1748,,0
A-40906c,EdTech,Basic,18308,,0
A-40906c,EdTech,Basic,1748,,0
A-40906c,EdTech,Basic,4508,,0
A-40a557,Cybersecurity,Pro,3184,2023-12-08,1
A-40a557,Cybersecurity,Pro,0,2023-12-08,1
A-40a557,Cybersecurity,Pro,784,2023-12-08,1
A-40a557,Cybersecurity,Pro,3184,2023-12-08,1
A-40a557,Cybersecurity,Pro,784,2023-12-08,1
A-40a557,Cybersecurity,Pro,475,2023-12-08,1
A-40a557,Cybersecurity,Pro,10945,2023-12-08,1
A-40a557,Cybersecurity,Pro,784,2023-12-08,1
A-40a557,Cybersecurity,Pro,3184,2023-12-08,1
A-40de06,Cybersecurity,Enterprise,5572,,0
A-40de06,Cybersecurity,Enterprise,5572,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-40de06,Cybersecurity,Enterprise,0,,0
A-40de06,Cybersecurity,Enterprise,532,,0
A-40de06,Cybersecurity,Enterprise,1178,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-40de06,Cybersecurity,Enterprise,5572,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-40de06,Cybersecurity,Enterprise,0,,0
A-40de06,Cybersecurity,Enterprise,532,,0
A-40de06,Cybersecurity,Enterprise,1140,,0
A-40de06,Cybersecurity,Enterprise,532,,0
A-40de06,Cybersecurity,Enterprise,1372,,0
A-410e86,FinTech,Basic,0,,0
A-410e86,FinTech,Basic,4776,,0
A-410e86,FinTech,Basic,0,,0
A-410e86,FinTech,Basic,456,,0
A-410e86,FinTech,Basic,1176,,0
A-410e86,FinTech,Basic,4776,,0
A-410e86,FinTech,Basic,4776,,0
A-417d2f,Cybersecurity,Pro,796,2024-12-30,1
A-417d2f,Cybersecurity,Pro,1274,2024-12-30,1
A-417d2f,Cybersecurity,Pro,95,2024-12-30,1
A-417d2f,Cybersecurity,Pro,196,2024-12-30,1
A-417d2f,Cybersecurity,Pro,10149,2024-12-30,1
A-417d2f,Cybersecurity,Pro,703,2024-12-30,1
A-417d2f,Cybersecurity,Pro,703,2024-12-30,1
A-417d2f,Cybersecurity,Pro,5174,2024-12-30,1
A-417d2f,Cybersecurity,Pro,0,2024-12-30,1
A-417d2f,Cybersecurity,Pro,266,2024-12-30,1
A-417d2f,Cybersecurity,Pro,1617,2024-12-30,1
A-417d2f,Cybersecurity,Pro,931,2024-12-30,1
A-417d2f,Cybersecurity,Pro,637,2024-12-30,1
A-417d2f,Cybersecurity,Pro,196,2024-12-30,1
A-417d2f,Cybersecurity,Pro,0,2024-12-30,1
A-417d2f,Cybersecurity,Pro,196,2024-12-30,1
A-425e76,DevTools,Enterprise,532,2023-09-03,1
A-425e76,DevTools,Enterprise,532,2023-08-10,1
A-425e76,DevTools,Enterprise,532,2023-12-25,1
A-425e76,DevTools,Enterprise,532,2024-10-22,1
A-425e76,DevTools,Enterprise,152,2023-09-03,1
A-425e76,DevTools,Enterprise,152,2023-08-10,1
A-425e76,DevTools,Enterprise,152,2023-12-25,1
A-425e76,DevTools,Enterprise,152,2024-10-22,1
A-425e76,DevTools,Enterprise,1791,2023-09-03,1
A-425e76,DevTools,Enterprise,1791,2023-08-10,1
A-425e76,DevTools,Enterprise,1791,2023-12-25,1
A-425e76,DevTools,Enterprise,1791,2024-10-22,1
A-425e76,DevTools,Enterprise,1592,2023-09-03,1
A-425e76,DevTools,Enterprise,1592,2023-08-10,1
A-425e76,DevTools,Enterprise,1592,2023-12-25,1
A-425e76,DevTools,Enterprise,1592,2024-10-22,1
A-425e76,DevTools,Enterprise,266,2023-09-03,1
A-425e76,DevTools,Enterprise,266,2023-08-10,1
A-425e76,DevTools,Enterprise,266,2023-12-25,1
A-425e76,DevTools,Enterprise,266,2024-10-22,1
A-425e76,DevTools,Enterprise,513,2023-09-03,1
A-425e76,DevTools,Enterprise,513,2023-08-10,1
A-425e76,DevTools,Enterprise,513,2023-12-25,1
A-425e76,DevTools,Enterprise,513,2024-10-22,1
A-425e76,DevTools,Enterprise,6368,2023-09-03,1
A-425e76,DevTools,Enterprise,6368,2023-08-10,1
A-425e76,DevTools,Enterprise,6368,2023-12-25,1
A-425e76,DevTools,Enterprise,6368,2024-10-22,1
A-425e76,DevTools,Enterprise,1323,2023-09-03,1
A-425e76,DevTools,Enterprise,1323,2023-08-10,1
A-425e76,DevTools,Enterprise,1323,2023-12-25,1
A-425e76,DevTools,Enterprise,1323,2024-10-22,1
A-425e76,DevTools,Enterprise,3479,2023-09-03,1
A-425e76,DevTools,Enterprise,3479,2023-08-10,1
A-425e76,DevTools,Enterprise,3479,2023-12-25,1
A-425e76,DevTools,Enterprise,3479,2024-10-22,1
A-425e76,DevTools,Enterprise,392,2023-09-03,1
A-425e76,DevTools,Enterprise,392,2023-08-10,1
A-425e76,DevTools,Enterprise,392,2023-12-25,1
A-425e76,DevTools,Enterprise,392,2024-10-22,1
A-425e76,DevTools,Enterprise,703,2023-09-03,1
A-425e76,DevTools,Enterprise,703,2023-08-10,1
A-425e76,DevTools,Enterprise,703,2023-12-25,1
A-425e76,DevTools,Enterprise,703,2024-10-22,1
A-427b69,FinTech,Basic,1764,,0
A-427b69,FinTech,Basic,6766,,0
A-427b69,FinTech,Basic,833,,0
A-427b69,FinTech,Basic,5174,,0
A-427b69,FinTech,Basic,0,,0
A-427b69,FinTech,Basic,0,,0
A-427b69,FinTech,Basic,323,,0
A-427b69,FinTech,Basic,833,,0
A-427b69,FinTech,Basic,3383,,0
A-427b69,FinTech,Basic,882,,0
A-42b791,FinTech,Pro,1078,,0
A-42b791,FinTech,Pro,513,,0
A-42b791,FinTech,Pro,1421,,0
A-42b791,FinTech,Pro,686,,0
A-42b791,FinTech,Pro,57,,0
A-42b791,FinTech,Pro,380,,0
A-42b791,FinTech,Pro,14925,,0
A-42e5e1,DevTools,Pro,0,2024-10-04,1
A-42e5e1,DevTools,Pro,19,2024-10-04,1
A-42e5e1,DevTools,Pro,3980,2024-10-04,1
A-42e5e1,DevTools,Pro,49,2024-10-04,1
A-42e5e1,DevTools,Pro,0,2024-10-04,1
A-42e5e1,DevTools,Pro,4378,2024-10-04,1
A-42e5e1,DevTools,Pro,490,2024-10-04,1
A-432483,Cybersecurity,Pro,245,,0
A-432483,Cybersecurity,Pro,11940,,0
A-432483,Cybersecurity,Pro,1519,,0
A-432483,Cybersecurity,Pro,931,,0
A-432483,Cybersecurity,Pro,8159,,0
A-432483,Cybersecurity,Pro,392,,0
A-432483,Cybersecurity,Pro,1990,,0
A-432483,Cybersecurity,Pro,0,,0
A-432483,Cybersecurity,Pro,637,,0
A-439b2f,DevTools,Enterprise,0,2024-11-18,1
A-439b2f,DevTools,Enterprise,0,2024-08-02,1
A-439b2f,DevTools,Enterprise,199,2024-11-18,1
A-439b2f,DevTools,Enterprise,199,2024-08-02,1
A-439b2f,DevTools,Enterprise,76,2024-11-18,1
A-439b2f,DevTools,Enterprise,76,2024-08-02,1
A-439b2f,DevTools,Enterprise,133,2024-11-18,1
A-439b2f,DevTools,Enterprise,133,2024-08-02,1
A-439b2f,DevTools,Enterprise,1274,2024-11-18,1
A-439b2f,DevTools,Enterprise,1274,2024-08-02,1
A-439b2f,DevTools,Enterprise,114,2024-11-18,1
A-439b2f,DevTools,Enterprise,114,2024-08-02,1
A-43a9e3,FinTech,Basic,882,,0
A-43a9e3,FinTech,Basic,513,,0
A-43a9e3,FinTech,Basic,882,,0
A-43a9e3,FinTech,Basic,5572,,0
A-43a9e3,FinTech,Basic,342,,0
A-43a9e3,FinTech,Basic,513,,0
A-43a9e3,FinTech,Basic,418,,0
A-43a9e3,FinTech,Basic,882,,0
A-4437e4,Cybersecurity,Enterprise,2401,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,597,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,1862,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,171,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,209,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,1194,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,3184,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,2189,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,3184,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,597,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,597,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,1323,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,0,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,323,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,0,2024-06-21,1
A-4437e4,Cybersecurity,Enterprise,0,2024-06-21,1
A-443b7c,Cybersecurity,Enterprise,0,,0
A-443b7c,Cybersecurity,Enterprise,152,,0
A-443b7c,Cybersecurity,Enterprise,1372,,0
A-443b7c,Cybersecurity,Enterprise,1862,,0
A-443b7c,Cybersecurity,Enterprise,57,,0
A-443b7c,Cybersecurity,Enterprise,637,,0
A-443b7c,Cybersecurity,Enterprise,456,,0
A-443b7c,Cybersecurity,Enterprise,152,,0
A-443b7c,Cybersecurity,Enterprise,323,,0
A-443b7c,Cybersecurity,Enterprise,13930,,0
A-443b7c,Cybersecurity,Enterprise,0,,0
A-443b7c,Cybersecurity,Enterprise,0,,0
A-443b7c,Cybersecurity,Enterprise,76,,0
A-443b7c,Cybersecurity,Enterprise,684,,0
A-443b7c,Cybersecurity,Enterprise,245,,0
A-443b7c,Cybersecurity,Enterprise,4116,,0
A-443f6f,Cybersecurity,Basic,361,,0
A-443f6f,Cybersecurity,Basic,931,,0
A-443f6f,Cybersecurity,Basic,3781,,0
A-443f6f,Cybersecurity,Basic,931,,0
A-443f6f,Cybersecurity,Basic,931,,0
A-443f6f,Cybersecurity,Basic,931,,0
A-443f6f,Cybersecurity,Basic,722,,0
